Player,Nation,Pos,Squad,Comp,Age,Min,90s,Gls,Ast,G+A,G-PK,xG,npxG,xAG,PrgC,PrgP,Gls_per90,xG_per90,Finishing_Diff
Quentin Merlin,FRA,DF,Nantes,fr Ligue 1,21.0,1283,14.3,0,1,1,0,0.7,0.7,1.3,34.0,98.0,0.0,0.049103663289166016,-0.7
Junior Messias,BRA,"MF,DF",Genoa,it Serie A,32.0,1053,11.7,1,0,1,1,1.6,1.6,1.3,35.0,29.0,0.08547008547008547,0.13675213675213677,-0.6000000000000001
Thomas Meunier,BEL,DF,Dortmund,de Bundesliga,31.0,586,6.5,0,0,0,0,0.5,0.5,0.6,21.0,33.0,0.0,0.07679180887372014,-0.5
Alexander Meyer,GER,GK,Dortmund,de Bundesliga,32.0,695,7.7,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sven Michel,GER,"FW,MF",Augsburg,de Bundesliga,33.0,583,6.5,2,1,3,1,2.4,0.8,0.8,6.0,14.0,0.30874785591766724,0.3704974271012007,-0.3999999999999999
Georges Mikautadze,GEO,FW,Metz,fr Ligue 1,22.0,1747,19.4,13,4,17,10,9.5,7.2,2.4,52.0,51.0,0.6697195191757298,0.48941041785918715,3.5
Nikola Milenković,SRB,DF,Fiorentina,it Serie A,25.0,2510,27.9,0,0,0,0,0.4,0.4,0.7,8.0,81.0,0.0,0.014342629482071713,-0.4
Lewis Miley,ENG,MF,Newcastle Utd,eng Premier League,17.0,1202,13.4,1,3,4,1,1.2,1.2,1.7,14.0,53.0,0.07487520798668885,0.08985024958402663,-0.19999999999999996
Arkadiusz Milik,POL,FW,Juventus,it Serie A,29.0,919,10.2,4,1,5,4,5.1,5.1,2.6,12.0,22.0,0.39173014145810664,0.4994559303590859,-1.0999999999999996
Vanja Milinković-Savić,SRB,GK,Torino,it Serie A,26.0,3240,36.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Éder Militão,BRA,DF,Real Madrid,es La Liga,25.0,496,5.5,0,0,0,0,0.1,0.1,0.0,7.0,15.0,0.0,0.018145161290322582,-0.1
Luis Milla,ESP,MF,Getafe,es La Liga,28.0,2115,23.5,0,1,1,0,0.6,0.6,1.7,31.0,121.0,0.0,0.02553191489361702,-0.6
Enzo Millot,FRA,"MF,FW",Stuttgart,de Bundesliga,21.0,2241,24.9,5,4,9,4,5.3,4.5,3.9,46.0,127.0,0.20080321285140562,0.21285140562248997,-0.2999999999999998
James Milner,ENG,"DF,MF",Brighton,eng Premier League,37.0,773,8.6,0,2,2,0,0.3,0.3,1.8,11.0,69.0,0.0,0.03492884864165589,-0.3
Kim Min-jae,KOR,DF,Bayern Munich,de Bundesliga,26.0,1970,21.9,1,1,2,1,0.8,0.8,0.4,14.0,131.0,0.045685279187817264,0.03654822335025381,0.19999999999999996
Yerry Mina,COL,DF,Cagliari,it Serie A,28.0,1215,13.5,2,0,2,1,1.3,0.5,0.0,4.0,23.0,0.14814814814814814,0.0962962962962963,0.7
Takumi Minamino,JPN,MF,Monaco,fr Ligue 1,28.0,2117,23.5,9,6,15,9,5.9,5.9,4.9,48.0,97.0,0.3826169107227208,0.2508266414737837,3.0999999999999996
Lucas Mincarelli,FRA,"DF,MF",Montpellier,fr Ligue 1,19.0,978,10.9,1,1,2,1,0.4,0.4,0.6,24.0,26.0,0.09202453987730062,0.03680981595092025,0.6
Óscar Mingueza,ESP,"DF,MF",Celta Vigo,es La Liga,24.0,2998,33.3,2,2,4,2,2.6,2.6,3.9,74.0,170.0,0.0600400266844563,0.0780520346897932,-0.6000000000000001
Ignasi Miquel,ESP,DF,Granada,es La Liga,30.0,2992,33.2,1,1,2,1,1.4,1.4,1.2,8.0,83.0,0.030080213903743314,0.042112299465240643,-0.3999999999999999
Aleksei Miranchuk,RUS,"MF,FW",Atalanta,it Serie A,27.0,1176,13.1,3,5,8,3,5.4,5.4,4.1,41.0,75.0,0.22959183673469385,0.413265306122449,-2.4000000000000004
Juan Miranda,ESP,DF,Betis,es La Liga,23.0,1858,20.6,1,1,2,1,1.6,1.6,1.9,35.0,103.0,0.04843918191603875,0.077502691065662,-0.6000000000000001
Fabio Miretti,ITA,MF,Juventus,it Serie A,19.0,1103,12.3,1,1,2,1,1.2,1.2,1.1,22.0,43.0,0.08159564823209428,0.09791477787851315,-0.19999999999999996
Tyrick Mitchell,ENG,"DF,MF",Crystal Palace,eng Premier League,23.0,3204,35.6,2,3,5,2,1.6,1.6,2.8,32.0,94.0,0.056179775280898875,0.0449438202247191,0.3999999999999999
Kaoru Mitoma,JPN,FW,Brighton,eng Premier League,26.0,1486,16.5,3,4,7,3,3.5,3.5,2.7,121.0,64.0,0.1816958277254374,0.211978465679677,-0.5
Stefan Mitrović,SRB,DF,Getafe,es La Liga,33.0,699,7.8,1,0,1,1,0.1,0.1,0.3,4.0,19.0,0.12875536480686695,0.012875536480686697,0.9
Maximilian Mittelstädt,GER,DF,Stuttgart,de Bundesliga,26.0,2103,23.4,2,4,6,2,0.9,0.9,4.2,70.0,123.0,0.08559201141226819,0.03851640513552069,1.1
Henrikh Mkhitaryan,ARM,MF,Inter,it Serie A,34.0,2785,30.9,2,8,10,2,3.6,3.6,4.5,92.0,192.0,0.06463195691202873,0.11633752244165171,-1.6
Jakub Moder,POL,"MF,DF",Brighton,eng Premier League,24.0,618,6.9,0,0,0,0,0.6,0.6,0.8,10.0,23.0,0.0,0.08737864077669903,-0.6
Luka Modrić,CRO,MF,Real Madrid,es La Liga,37.0,1688,18.8,2,6,8,2,1.3,1.3,5.5,53.0,196.0,0.1066350710900474,0.06931279620853081,0.7
Terem Moffi,NGA,FW,Nice,fr Ligue 1,24.0,1949,21.7,11,2,13,8,10.7,8.3,3.2,24.0,27.0,0.5079527963057978,0.4940995382247306,0.3000000000000007
Mostafa Mohamed,EGY,FW,Nantes,fr Ligue 1,25.0,2002,22.2,8,2,10,5,7.8,5.5,2.4,23.0,25.0,0.3596403596403596,0.35064935064935066,0.20000000000000018
Dion Moise Sahi,CIV,"MF,FW",Strasbourg,fr Ligue 1,21.0,628,7.0,3,1,4,3,4.1,4.1,1.3,13.0,21.0,0.42993630573248404,0.5875796178343948,-1.0999999999999996
Johan Mojica,COL,DF,Osasuna,es La Liga,30.0,2041,22.7,0,3,3,0,1.0,1.0,2.6,57.0,82.0,0.0,0.04409603135717785,-1.0
Alberto Moleiro,ESP,"FW,MF",Las Palmas,es La Liga,19.0,1803,20.0,3,3,6,3,2.0,2.0,2.7,86.0,87.0,0.1497504159733777,0.09983361064891848,1.0
Nahuel Molina,ARG,DF,Atlético Madrid,es La Liga,25.0,1852,20.6,2,3,5,2,1.3,1.3,2.9,47.0,68.0,0.09719222462203024,0.06317494600431965,0.7
Florent Mollet,FRA,"MF,FW",Nantes,fr Ligue 1,31.0,2083,23.1,4,4,8,4,5.9,5.9,2.5,27.0,96.0,0.17282765242438788,0.2549207873259722,-1.9000000000000004
Jon Moncayola,ESP,MF,Osasuna,es La Liga,25.0,1800,20.0,1,3,4,1,0.6,0.6,2.3,14.0,99.0,0.05,0.03,0.4
Ilario Monterisi,ITA,DF,Frosinone,it Serie A,21.0,1469,16.3,2,2,4,2,1.1,1.1,0.4,4.0,47.0,0.12253233492171545,0.0673927842069435,0.8999999999999999
César Montes,MEX,DF,Almería,es La Liga,26.0,1788,19.9,0,0,0,0,0.7,0.7,0.2,7.0,52.0,0.0,0.03523489932885906,-0.7
Gonzalo Montiel,ARG,DF,Nott'ham Forest,eng Premier League,26.0,801,8.9,0,2,2,0,0.1,0.1,1.4,10.0,28.0,0.0,0.011235955056179775,-0.1
Lorenzo Montipò,ITA,GK,Hellas Verona,it Serie A,27.0,3330,37.0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Álvaro Morata,ESP,FW,Atlético Madrid,es La Liga,30.0,1904,21.2,15,3,18,15,13.8,12.9,1.7,22.0,20.0,0.7090336134453781,0.6523109243697479,1.1999999999999993
Alberto Moreno,ESP,DF,Villarreal,es La Liga,31.0,1484,16.5,2,2,4,2,0.7,0.7,1.6,26.0,55.0,0.12129380053908356,0.04245283018867924,1.3
Álex Moreno,ESP,DF,Aston Villa,eng Premier League,30.0,1031,11.5,2,0,2,2,1.1,1.1,1.1,32.0,24.0,0.17458777885548013,0.09602327837051407,0.8999999999999999
Gerard Moreno,ESP,FW,Villarreal,es La Liga,31.0,2215,24.6,10,6,16,8,9.7,7.3,5.3,48.0,155.0,0.4063205417607223,0.3941309255079007,0.3000000000000007
Ilaix Moriba,GUI,"MF,FW",Getafe,es La Liga,20.0,605,6.7,0,2,2,0,0.3,0.3,0.6,8.0,21.0,0.0,0.04462809917355372,-0.3
Manu Morlanes,ESP,MF,Mallorca,es La Liga,24.0,1615,17.9,0,2,2,0,1.0,1.0,2.0,29.0,104.0,0.0,0.05572755417956657,-1.0
Nikola Moro,CRO,MF,Bologna,it Serie A,25.0,840,9.3,1,0,1,1,0.7,0.7,0.4,21.0,58.0,0.10714285714285715,0.075,0.30000000000000004
Carlton Morris,ENG,"FW,MF",Luton Town,eng Premier League,27.0,2862,31.8,11,4,15,6,11.4,7.5,2.8,37.0,56.0,0.34591194968553457,0.3584905660377358,-0.40000000000000036
Cristhian Mosquera,ESP,DF,Valencia,es La Liga,19.0,3075,34.2,0,0,0,0,0.7,0.7,0.0,14.0,77.0,0.0,0.02048780487804878,-0.7
Yerson Mosquera,COL,DF,Villarreal,es La Liga,22.0,1229,13.7,2,1,3,2,1.6,1.6,0.3,8.0,36.0,0.14646053702196907,0.11716842961757527,0.3999999999999999
Dany Mota,POR,"FW,MF",Monza,it Serie A,25.0,2049,22.8,4,3,7,4,3.6,3.6,3.0,112.0,57.0,0.17569546120058566,0.1581259150805271,0.3999999999999999
Lebo Mothiba,RSA,FW,Strasbourg,fr Ligue 1,27.0,617,6.9,3,0,3,3,4.6,4.6,0.2,8.0,9.0,0.4376012965964344,0.6709886547811993,-1.5999999999999996
Youssoufa Moukoko,GER,FW,Dortmund,de Bundesliga,18.0,625,6.9,5,0,5,5,3.9,3.9,0.3,16.0,15.0,0.72,0.5616,1.1
Steve Mounié,BEN,FW,Brest,fr Ligue 1,28.0,1769,19.7,6,2,8,6,8.9,8.9,2.1,22.0,25.0,0.30525720746184287,0.45279819106840025,-2.9000000000000004
Mason Mount,ENG,"MF,FW",Manchester Utd,eng Premier League,24.0,516,5.7,1,0,1,1,0.4,0.4,0.3,9.0,21.0,0.1744186046511628,0.06976744186046512,0.6
Samuel Moutoussamy,COD,MF,Nantes,fr Ligue 1,26.0,1107,12.3,1,0,1,1,1.8,1.8,0.6,20.0,59.0,0.08130081300813008,0.14634146341463414,-0.8
Mykhailo Mudryk,UKR,FW,Chelsea,eng Premier League,22.0,1576,17.5,5,2,7,5,4.4,4.4,4.1,92.0,45.0,0.28553299492385786,0.25126903553299496,0.5999999999999996
Nordi Mukiele,FRA,DF,Paris S-G,fr Ligue 1,25.0,796,8.8,0,0,0,0,1.3,1.3,0.1,12.0,32.0,0.0,0.14698492462311558,-1.3
Samuele Mulattieri,ITA,"FW,MF",Sassuolo,it Serie A,22.0,462,5.1,0,0,0,0,1.6,1.6,0.3,8.0,1.0,0.0,0.3116883116883117,-1.6
Jannik Müller,GER,"DF,MF",Darmstadt 98,de Bundesliga,29.0,1134,12.6,0,0,0,0,0.2,0.2,0.1,8.0,31.0,0.0,0.015873015873015876,-0.2
Kevin Müller,GER,GK,Heidenheim,de Bundesliga,32.0,3060,34.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Müller,GER,"MF,FW",Bayern Munich,de Bundesliga,33.0,1654,18.4,5,9,14,5,5.7,5.7,8.4,38.0,82.0,0.2720677146311971,0.3101571946795647,-0.7000000000000002
Abdul Mumin,GHA,DF,Rayo Vallecano,es La Liga,25.0,1694,18.8,1,0,1,1,0.4,0.4,0.3,6.0,38.0,0.053128689492325853,0.021251475796930343,0.6
Marshall Munetsi,ZIM,MF,Reims,fr Ligue 1,27.0,2173,24.1,4,3,7,4,6.2,6.2,1.0,19.0,67.0,0.16566958122411413,0.25678785089737693,-2.2
Iker Muniain,ESP,"MF,FW",Athletic Club,es La Liga,30.0,594,6.6,2,0,2,2,1.7,1.7,0.4,18.0,43.0,0.30303030303030304,0.25757575757575757,0.30000000000000004
Rodrigo Muniz,BRA,FW,Fulham,eng Premier League,22.0,1593,17.7,9,1,10,9,8.7,8.7,2.0,8.0,19.0,0.5084745762711864,0.4915254237288135,0.3000000000000007
Aihen Muñoz,ESP,DF,Real Sociedad,es La Liga,25.0,1127,12.5,0,2,2,0,0.3,0.3,2.0,24.0,39.0,0.0,0.023957409050576754,-0.3
Daniel Muñoz,COL,"DF,MF",Crystal Palace,eng Premier League,27.0,1439,16.0,0,4,4,0,1.2,1.2,2.4,25.0,38.0,0.0,0.07505211952744961,-1.2
Iker Muñoz,ESP,MF,Osasuna,es La Liga,20.0,1854,20.6,4,0,4,4,1.1,1.1,0.2,17.0,80.0,0.19417475728155337,0.05339805825242719,2.9
Javier Muñoz,ESP,MF,Las Palmas,es La Liga,28.0,2640,29.3,2,3,5,2,2.5,2.5,1.4,33.0,122.0,0.06818181818181818,0.08522727272727273,-0.5
Arijanet Muric,KVX,GK,Burnley,eng Premier League,24.0,900,10.0,0,0,0,0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0
Murillo,BRA,DF,Nott'ham Forest,eng Premier League,21.0,2789,31.0,0,2,2,0,1.8,1.8,1.2,22.0,89.0,0.0,0.058085335245607744,-1.8
Vedat Muriqi,KVX,FW,Mallorca,es La Liga,29.0,2327,25.9,7,2,9,6,10.4,8.0,2.6,20.0,40.0,0.2707348517404383,0.4022346368715084,-3.4000000000000004
Jacob Murphy,ENG,"FW,DF",Newcastle Utd,eng Premier League,28.0,1189,13.2,3,7,10,3,2.1,2.1,5.0,33.0,52.0,0.2270815811606392,0.15895710681244743,0.8999999999999999
Yunus Musah,USA,"MF,FW",Milan,it Serie A,20.0,1478,16.4,0,2,2,0,0.6,0.6,1.2,48.0,64.0,0.0,0.036535859269282815,-0.6
Jamal Musiala,GER,"MF,FW",Bayern Munich,de Bundesliga,20.0,1755,19.5,10,5,15,10,7.9,7.9,6.0,103.0,100.0,0.5128205128205129,0.40512820512820513,2.0999999999999996
Juan Musso,ARG,GK,Atalanta,it Serie A,29.0,990,11.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yvon Mvogo,SUI,GK,Lorient,fr Ligue 1,29.0,3060,34.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Junior Mwanga,FRA,"MF,FW",Strasbourg,fr Ligue 1,20.0,1450,16.1,1,1,2,1,1.4,1.4,0.8,28.0,56.0,0.06206896551724137,0.08689655172413792,-0.3999999999999999
Phillipp Mwene,AUT,DF,Mainz 05,de Bundesliga,29.0,1996,22.2,1,2,3,1,1.4,1.4,2.0,50.0,73.0,0.04509018036072144,0.06312625250501001,-0.3999999999999999
Vitaliy Mykolenko,UKR,DF,Everton,eng Premier League,24.0,2469,27.4,2,0,2,2,1.5,1.5,0.9,14.0,55.0,0.07290400972053464,0.05467800729040097,0.5
Joakim Mæhle,DEN,"DF,MF",Wolfsburg,de Bundesliga,26.0,2452,27.2,2,3,5,2,1.4,1.4,2.7,84.0,119.0,0.0734094616639478,0.05138662316476346,0.6000000000000001
Obite N'Dicka,CIV,DF,Roma,it Serie A,23.0,2168,24.1,0,3,3,0,1.0,1.0,1.0,26.0,87.0,0.0,0.04151291512915129,-1.0
Kévin N'Doram,FRA,MF,Metz,fr Ligue 1,27.0,1604,17.8,0,2,2,0,0.3,0.3,0.5,12.0,62.0,0.0,0.01683291770573566,-0.3
Nathan N'Goumou,FRA,"FW,MF",Gladbach,de Bundesliga,23.0,1385,15.4,5,2,7,5,3.8,3.8,1.7,52.0,47.0,0.3249097472924188,0.24693140794223825,1.2000000000000002
Stanley N'Soki,FRA,DF,Hoffenheim,de Bundesliga,24.0,631,7.0,0,0,0,0,0.0,0.0,0.1,7.0,37.0,0.0,0.0,0.0
Nacho,ESP,DF,Real Madrid,es La Liga,33.0,1746,19.4,0,1,1,0,0.5,0.5,1.2,13.0,55.0,0.0,0.025773195876288662,-0.5
Marvelous Nakamba,ZIM,MF,Luton Town,eng Premier League,29.0,1130,12.6,0,0,0,0,0.2,0.2,0.4,1.0,36.0,0.0,0.01592920353982301,-0.2
Keito Nakamura,JPN,"FW,MF",Reims,fr Ligue 1,23.0,1381,15.3,4,1,5,4,3.2,3.2,1.3,48.0,56.0,0.26068066618392466,0.2085445329471398,0.7999999999999998
Nahitan Nández,URU,"MF,DF",Cagliari,it Serie A,27.0,2341,26.0,2,3,5,1,3.7,2.9,2.5,57.0,76.0,0.07689021785561725,0.14224690303289195,-1.7000000000000002
Matija Nastasić,SRB,DF,Mallorca,es La Liga,30.0,2258,25.1,2,0,2,2,1.0,1.0,0.6,11.0,64.0,0.07971656333038087,0.03985828166519043,1.0
Natan,BRA,DF,Napoli,it Serie A,22.0,952,10.6,0,0,0,0,0.4,0.4,0.1,15.0,34.0,0.0,0.03781512605042017,-0.4
Roberto Navarro,ESP,"MF,FW",Cádiz,es La Liga,21.0,1888,21.0,1,1,2,1,2.1,2.1,3.1,81.0,70.0,0.04766949152542373,0.10010593220338983,-1.1
Jesús Navas,ESP,DF,Sevilla,es La Liga,37.0,2003,22.3,0,2,2,0,0.1,0.1,1.9,54.0,103.0,0.0,0.0044932601098352475,-0.1
Youssouf Ndayishimiye,BDI,"MF,DF",Nice,fr Ligue 1,24.0,1712,19.0,0,0,0,0,1.2,1.2,0.5,16.0,96.0,0.0,0.0630841121495327,-1.2
Iliman Ndiaye,SEN,"FW,MF",Marseille,fr Ligue 1,23.0,1618,18.0,3,3,6,3,4.5,4.5,2.6,51.0,62.0,0.16687268232385663,0.25030902348578493,-1.5
Rassoul Ndiaye,SEN,"MF,FW",Le Havre,fr Ligue 1,21.0,526,5.8,0,0,0,0,0.2,0.2,0.3,7.0,25.0,0.0,0.034220532319391636,-0.2
Dan Ndoye,SUI,"FW,MF",Bologna,it Serie A,22.0,1771,19.7,1,1,2,1,4.9,4.9,1.8,88.0,36.0,0.050818746470920384,0.2490118577075099,-3.9000000000000004
Joseph Nduquidi,FRA,"MF,DF",Metz,fr Ligue 1,18.0,751,8.3,0,0,0,0,0.2,0.2,0.1,6.0,22.0,0.0,0.02396804260985353,-0.2
Loïc Nego,HUN,"DF,MF",Le Havre,fr Ligue 1,32.0,1561,17.3,0,3,3,0,1.3,1.3,1.0,30.0,64.0,0.0,0.07495195387572069,-1.3
Neto,BRA,GK,Bournemouth,eng Premier League,34.0,2880,32.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedro Neto,POR,"FW,MF",Wolves,eng Premier League,23.0,1516,16.8,2,9,11,2,3.5,3.5,4.4,98.0,54.0,0.11873350923482849,0.20778364116094988,-1.5
Luca Netz,GER,DF,Gladbach,de Bundesliga,20.0,2225,24.7,0,4,4,0,1.0,1.0,3.0,46.0,81.0,0.0,0.040449438202247195,-1.0
Manuel Neuer,GER,GK,Bayern Munich,de Bundesliga,37.0,2053,22.8,0,0,0,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
Florian Neuhaus,GER,MF,Gladbach,de Bundesliga,26.0,1224,13.6,4,2,6,3,4.3,3.5,1.8,30.0,74.0,0.29411764705882354,0.3161764705882353,-0.2999999999999998
Carlos Neva,ESP,DF,Granada,es La Liga,27.0,3146,35.0,0,2,2,0,0.1,0.1,3.2,43.0,111.0,0.0,0.0028607755880483156,-0.1
Cyril Ngonge,BEL,"FW,MF",Hellas Verona,it Serie A,23.0,1431,15.9,6,2,8,6,4.2,3.4,1.7,53.0,44.0,0.37735849056603776,0.2641509433962264,1.7999999999999998
Moussa Niakhate,SEN,DF,Nott'ham Forest,eng Premier League,27.0,1460,16.2,1,0,1,1,1.1,1.1,0.1,13.0,39.0,0.06164383561643836,0.06780821917808219,-0.10000000000000009
M'Baye Niang,SEN,FW,Empoli,it Serie A,28.0,708,7.9,6,1,7,2,5.4,2.3,0.9,13.0,11.0,0.7627118644067796,0.6864406779661018,0.5999999999999996
Shamar Nicholson,JAM,FW,Clermont Foot,fr Ligue 1,26.0,1484,16.5,4,3,7,3,5.9,4.4,1.1,18.0,33.0,0.24258760107816713,0.35781671159029654,-1.9000000000000004
Rasmus Nicolaisen,DEN,DF,Toulouse,fr Ligue 1,26.0,2925,32.5,2,0,2,2,1.1,1.1,0.6,5.0,95.0,0.06153846153846154,0.03384615384615385,0.8999999999999999
Moritz Nicolas,GER,GK,Gladbach,de Bundesliga,25.0,2430,27.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saúl Ñíguez,ESP,MF,Atlético Madrid,es La Liga,28.0,1374,15.3,1,4,5,1,1.5,1.5,3.2,21.0,34.0,0.06550218340611354,0.0982532751091703,-0.5
Justin Njinmah,GER,FW,Werder Bremen,de Bundesliga,22.0,1016,11.3,6,2,8,6,4.9,4.9,2.4,36.0,13.0,0.5314960629921259,0.4340551181102362,1.0999999999999996
Eddie Nketiah,ENG,FW,Arsenal,eng Premier League,24.0,1082,12.0,5,2,7,5,4.5,4.5,0.8,22.0,20.0,0.4158964879852126,0.3743068391866913,0.5
Niels Nkounkou,FRA,"DF,MF",Eint Frankfurt,de Bundesliga,22.0,1309,14.5,3,2,5,3,1.3,1.3,2.2,55.0,61.0,0.20626432391138275,0.08938120702826585,1.7
Felix Nmecha,GER,MF,Dortmund,de Bundesliga,22.0,1021,11.3,1,2,3,1,1.7,1.7,0.9,19.0,45.0,0.0881488736532811,0.14985308521057786,-0.7
Arnaud Nordin,FRA,"FW,MF",Montpellier,fr Ligue 1,25.0,1246,13.8,5,3,8,5,3.6,3.6,3.0,56.0,52.0,0.3611556982343499,0.26003210272873195,1.4
Oliver Norwood,NIR,MF,Sheffield Utd,eng Premier League,32.0,1440,16.0,1,0,1,0,1.1,0.3,0.6,3.0,73.0,0.0625,0.06875,-0.10000000000000009
Tijjani Noslin,NED,"FW,MF",Hellas Verona,it Serie A,24.0,1339,14.9,5,4,9,5,3.6,3.6,2.2,29.0,26.0,0.33607169529499625,0.24197162061239733,1.4
Randy Nteka,ANG,"FW,MF",Rayo Vallecano,es La Liga,25.0,572,6.4,1,1,2,0,2.3,1.5,0.9,12.0,15.0,0.15734265734265734,0.3618881118881119,-1.2999999999999998
Ernest Nuamah,GHA,"FW,MF",Lyon,fr Ligue 1,19.0,1838,20.4,3,2,5,3,4.0,4.0,3.8,105.0,74.0,0.14689880304678998,0.19586507072905332,-1.0
Alexander Nübel,GER,GK,Stuttgart,de Bundesliga,26.0,2700,30.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Matheus Nunes,POR,MF,Manchester City,eng Premier League,24.0,661,7.3,0,2,2,0,0.8,0.8,1.1,28.0,34.0,0.0,0.10892586989409986,-0.8
Darwin Núñez,URU,FW,Liverpool,eng Premier League,24.0,2047,22.7,11,8,19,11,16.3,15.5,6.0,58.0,54.0,0.4836345872007816,0.7166585246702492,-5.300000000000001
Unai Núñez,ESP,DF,Celta Vigo,es La Liga,26.0,2801,31.1,1,0,1,1,1.4,1.4,0.8,10.0,106.0,0.03213138164941093,0.04498393430917529,-0.3999999999999999
Fabian Nürnberger,GER,"DF,MF",Darmstadt 98,de Bundesliga,24.0,1513,16.8,1,1,2,1,0.9,0.9,2.0,35.0,70.0,0.05948446794448116,0.05353602115003305,0.09999999999999998
Simeon Nwankwo,NGA,FW,Salernitana,it Serie A,31.0,686,7.6,3,0,3,3,2.7,2.7,0.6,6.0,7.0,0.3935860058309038,0.35422740524781343,0.2999999999999998
Gerzino Nyamsi,FRA,DF,Strasbourg,fr Ligue 1,26.0,1092,12.1,0,0,0,0,0.3,0.3,0.2,3.0,25.0,0.0,0.024725274725274724,-0.3
Ørjan Nyland,NOR,GK,Sevilla,es La Liga,32.0,2160,24.0,0,0,0,0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
M'Bala Nzola,ANG,FW,Fiorentina,it Serie A,26.0,1552,17.2,3,3,6,2,4.5,3.7,1.6,21.0,29.0,0.17396907216494845,0.2609536082474227,-1.5
Christian Nørgaard,DEN,MF,Brentford,eng Premier League,29.0,2505,27.8,2,1,3,2,3.5,3.5,1.9,15.0,161.0,0.0718562874251497,0.12574850299401197,-1.5
Jake O'Brien,IRL,DF,Lyon,fr Ligue 1,22.0,2369,26.3,4,2,6,4,3.6,3.6,1.1,15.0,68.0,0.15196285352469396,0.13676656817222457,0.3999999999999999
Dara O'Shea,IRL,DF,Burnley,eng Premier League,24.0,2892,32.1,3,4,7,3,0.7,0.7,2.0,32.0,122.0,0.09336099585062241,0.021784232365145227,2.3
Adam Obert,SVK,DF,Cagliari,it Serie A,20.0,941,10.5,0,0,0,0,0.1,0.1,0.9,14.0,37.0,0.0,0.009564293304994687,-0.1
Pedro Obiang,EQG,MF,Sassuolo,it Serie A,31.0,453,5.0,0,0,0,0,0.0,0.0,0.7,4.0,21.0,0.0,0.0,0.0
Jan Oblak,SVN,GK,Atlético Madrid,es La Liga,30.0,3420,38.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Ocampos,ARG,"FW,MF",Sevilla,es La Liga,29.0,2871,31.9,4,3,7,3,5.4,4.6,4.5,117.0,124.0,0.12539184952978058,0.16927899686520378,-1.4000000000000004
Guillermo Ochoa,MEX,GK,Salernitana,it Serie A,38.0,1890,21.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wilson Odobert,FRA,"MF,FW",Burnley,eng Premier League,18.0,2098,23.3,3,2,5,3,2.8,2.8,3.3,102.0,58.0,0.12869399428026693,0.12011439466158245,0.20000000000000018
Tim Oermann,GER,DF,Bochum,de Bundesliga,19.0,714,7.9,0,0,0,0,0.1,0.1,0.3,6.0,25.0,0.0,0.012605042016806725,-0.1
Chiedozie Ogbene,IRL,"MF,DF",Luton Town,eng Premier League,26.0,1995,22.2,4,1,5,4,4.2,4.2,3.1,127.0,53.0,0.18045112781954886,0.18947368421052632,-0.20000000000000018
Angelo Ogbonna,ITA,DF,West Ham,eng Premier League,35.0,635,7.1,0,0,0,0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0
Florent Ogier,FRA,DF,Clermont Foot,fr Ligue 1,34.0,943,10.5,1,1,2,1,0.6,0.6,0.5,4.0,17.0,0.09544008483563098,0.05726405090137858,0.4
Noah Okafor,SUI,"FW,MF",Milan,it Serie A,23.0,887,9.9,6,2,8,6,3.8,3.8,1.2,29.0,15.0,0.6087936865839909,0.3855693348365276,2.2
Caleb Okoli,ITA,DF,Frosinone,it Serie A,22.0,2914,32.4,0,1,1,0,0.6,0.6,0.8,22.0,118.0,0.0,0.018531228551818806,-0.6
Maduka Okoye,NGA,GK,Udinese,it Serie A,23.0,1890,21.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joseph Okumu,KEN,DF,Reims,fr Ligue 1,26.0,1743,19.4,1,0,1,1,1.5,1.5,0.0,15.0,94.0,0.05163511187607572,0.0774526678141136,-0.5
Finn Ole Becker,GER,MF,Hoffenheim,de Bundesliga,23.0,606,6.7,0,0,0,0,0.2,0.2,0.4,16.0,36.0,0.0,0.0297029702970297,-0.2
Michael Olise,FRA,"FW,MF",Crystal Palace,eng Premier League,21.0,1275,14.2,10,6,16,9,5.5,4.7,5.8,68.0,78.0,0.7058823529411764,0.388235294117647,4.5
